Isolate name;Standardized name;Isolation;Ecological origins;Geographical origins;HO deletion;Plasmid class;Plasmid CN;Ploidy;Aneuploidies;Zygosity;Total number of SNPs;Proportion of clean heterozygous SNPs (whole dataset);Number of singletons;Mean coverage;Clades;MTA (no distribution);Collection / Provider;Reference
YJM1401;SACE_YCN;Papaya;Fruit;Philippines;no;C;52;2;euploid;homozygous;64,919;0.0;1,781;357;No data;;Phaff collection;2
CLIB409;ASM;Sugar cane (plant);Nature;Vietnam;no;none;0;3;"aneu;+1*1;+1*6;+1*9;+1*16;";heterozygous;74,710;26.9;1,641;247;No data;;CLIB collection (Serge Casaregola);
VNL3;CGH;Unknown;Unknown;Ha Noi, North Vietnam;no;none;0;3;euploid;heterozygous;77,009;29.5;2,786;268;No data;;INRA Gringnon, France (Nguyen H.V.);
ATCC_52922-1C;CEP;Tapuy (rice wine);Fermentation;Philippines;no;none;0;2;"aneu;+1*8;";homozygous;63,858;0.0;3,416;295;No data;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
malade Darkman;CKR;Unknown;Human, clinical;France;no;none;0;2;"aneu;+1*6;";heterozygous;63,224;9.9;1,082;204;No data;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
CBS2270;ARP;Japanese wine;Wine;Japan;no;none;0;2;"aneu;+1*4;+1*11;+1*15;";heterozygous;64,226;4.2;1,444;256;25. Sake ;;CBS collection (Nguyen H.V.);
CBS6414;AEF;Sake yeast;Sake;Japan;yes;none;0;1;euploid;homozygous;62,552;0.0;859;252;25. Sake ;;CBS collection (Nguyen H.V.);
RIB6003;CMH;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;65,191;8.1;57;185;25. Sake ;;National Research Institute of Brewing, Hiroshima;
CBS2188;ARM;Fruit of Eryobotrya japonica;Fruit;Japan;no;none;0;2;euploid;heterozygous;64,667;6.5;33;231;25. Sake ;;CBS collection (Nguyen H.V.);
K5;CLI;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;65,124;6.5;18;241;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
RIB6005;CMK;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;64,627;6.1;11;188;25. Sake ;;National Research Institute of Brewing, Hiroshima;
UC5;CLQ;Sake;Sake;Japan;no;none;0;1;"aneu;+1*1;";homozygous;62,379;0.0;651;191;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
K14;CLN;Sake;Sake;Japan;no;none;0;2;euploid;homozygous;62,276;0.0;462;207;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
CBS6413;AFN;Sake yeast;Sake;Japan;yes;none;0;1;euploid;homozygous;62,669;0.0;507;251;25. Sake ;;CBS collection (Nguyen H.V.);
K12_2;ADQ;Sake (shochu);Sake;Japan;yes;none;0;1;euploid;homozygous;62,621;0.0;431;208;25. Sake ;;Kruglyak Laboratory;1
CBS6412;AFM;Sake yeast;Sake;Japan;yes;none;0;1;euploid;homozygous;63,117;0.0;349;693;25. Sake ;;CBS collection (Nguyen H.V.);
RIB0005;APA;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;63,466;3.3;268;202;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1005;BTS;Sake;Sake;Japan;no;none;0;2;"aneu;+1*11;";heterozygous;65,973;8.4;519;271;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB0003;ANT;Sake;Sake;Japan;no;none;0;2;"aneu;+1*1;+1*8;";heterozygous;65,139;6.1;8;218;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB0001;ANR;Sake;Sake;Japan;no;none;0;2;"aneu;+1*1;";heterozygous;64,875;5.8;14;197;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB0004;ANV;Sake;Sake;Japan;no;none;0;2;"aneu;+1*1;+1*8;";heterozygous;65,208;6.1;8;217;25. Sake ;;National Research Institute of Brewing, Hiroshima;
K1_1;ADN;Sake;Sake;Japan;yes;none;0;1;euploid;homozygous;62,766;0.0;7;207;25. Sake ;;Kruglyak Laboratory;1
RIB6001;CMF;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;";heterozygous;64,372;5.2;27;157;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB6004;CMI;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;63,672;4.0;216;168;25. Sake ;;National Research Institute of Brewing, Hiroshima;
CBS436a;AAD;Moto (sake yeast starter);Sake;Japan;no;none;0;2;"aneu;+2*8;";homozygous;62,525;0.0;114;205;25. Sake ;;CBS collection (Nguyen H.V.);
RIB0002;ANS;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;63,224;2.8;97;196;25. Sake ;;National Research Institute of Brewing, Hiroshima;
CBS435;AQN;Moto (sake yeast starter);Sake;Japan;no;none;0;2;euploid;heterozygous;63,555;4.1;69;221;25. Sake ;;CBS collection (Nguyen H.V.);
K13;CLM;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;";heterozygous;64,273;4.3;21;277;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
RIB0007;CMN;Sake;Sake;Japan;no;none;0;2;"aneu;+1*1;";heterozygous;63,863;5.8;36;145;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1001;APC;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;64,509;3.8;13;284;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1002;APD;Sake;Sake;Japan;no;none;0;2;"aneu;+1*9;";heterozygous;64,774;3.9;13;284;25. Sake ;;National Research Institute of Brewing, Hiroshima;
CECT10711;AVC;Sake;Sake;Japan;no;none;0;2;"aneu;-1*1;+1*9;+1*15;";heterozygous;64,054;2.8;9;252;25. Sake ;;CECT collection;
RIB1016;CMD;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;+1*9;";heterozygous;63,917;3.4;16;148;25. Sake ;;National Research Institute of Brewing, Hiroshima;
K15;CLP;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;64,047;2.1;16;220;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
RIB1015;CMC;Sake;Sake;Japan;no;none;0;2;"aneu;+1*14;";heterozygous;63,568;3.1;14;134;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1004;APF;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;64,072;2.8;18;210;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1003;APE;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;+1*11;";heterozygous;64,029;2.5;4;220;25. Sake ;;National Research Institute of Brewing, Hiroshima;
CECT10712;AVD;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;+1*11;";heterozygous;63,593;1.8;7;233;25. Sake ;;CECT collection;
RIB6009;AVM;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;+1*11;";heterozygous;63,786;2.2;12;217;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1011;CLT;Sake;Sake;Japan;no;none;0;2;"aneu;+1*9;";heterozygous;63,853;2.6;4;181;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1010;CLS;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;63,872;2.2;8;197;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1017;CME;Sake;Sake;Japan;no;none;0;2;"aneu;+1*9;";heterozygous;64,150;2.8;4;188;25. Sake ;;National Research Institute of Brewing, Hiroshima;
K10;CLL;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;63,904;2.7;11;188;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
RIB1008;CLR;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;63,666;2.0;2;206;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB6006;CML;Sake;Sake;Japan;no;none;0;2;"aneu;-1*1;";homozygous;62,051;0.0;13;130;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB6007;CMM;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;";heterozygous;63,682;3.8;445;122;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1014;CMB;Sake;Sake;Japan;no;none;0;2;"aneu;+1*11;";heterozygous;63,648;2.3;16;177;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB6008;AVL;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;";heterozygous;63,678;2.5;9;195;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1012;CLV;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;+1*9;";heterozygous;63,851;2.6;4;167;25. Sake ;;National Research Institute of Brewing, Hiroshima;
K9;CLK;Sake;Sake;Japan;no;none;0;2;"aneu;+2*9;";heterozygous;64,501;2.8;9;275;25. Sake ;;Washington University School of Medicine (Justin C Fay);5
RIB1006;CQQ;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;";heterozygous;64,584;2.9;24;234;25. Sake ;;National Research Institute of Brewing, Hiroshima;
RIB1007;CQR;Sake;Sake;Japan;no;none;0;2;"aneu;+1*3;";heterozygous;64,643;3.1;3;237;25. Sake ;;National Research Institute of Brewing, Hiroshima;
CBS440;AHQ;Molasses;Industrial;Taiwan;yes;none;0;1;euploid;homozygous;60,494;0.0;1,331;239;26. Asian fermentation ;;CBS collection (Nguyen H.V.);
BMQ557;CGL;Unknown;Unknown;Hai Phong, North Vietnam;no;none;0;2;euploid;heterozygous;66,127;15.6;1,569;316;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
CBS1509;AFH;Distillery;Distillery;NA;yes;none;0;1;euploid;homozygous;61,502;0.0;273;484;26. Asian fermentation ;;CBS collection (Nguyen H.V.);
CBS1480;AGG;Distillery;Distillery;NA;no;none;0;2;euploid;heterozygous;63,490;8.2;533;217;26. Asian fermentation ;;CBS collection (Nguyen H.V.);
CBS1508;AEP;Starter for sorghum brandy;Distillery;NA;no;none;0;2;euploid;homozygous;61,295;0.0;322;327;26. Asian fermentation ;;CBS collection (Nguyen H.V.);
IFO_0289:4-3(b);CEV;Moromi of Chinese wine kaoliangchiu;Distillery;China;yes;none;0;1;euploid;homozygous;62,046;0.0;497;564;26. Asian fermentation ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
Me7;CGI;Unknown;Unknown;Cai Be, South Vietnam;no;C;41;2;euploid;heterozygous;68,572;18.8;1,534;270;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
SGB1;CGN;Rice fermentation starter culture;Fermentation;Saigon, South Vietnam;no;C;28;2;euploid;heterozygous;67,289;15.0;116;224;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
SG4;CGP;Unknown;Unknown;Saigon, South Vietnam;no;C;24;2;euploid;heterozygous;68,647;18.3;174;247;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
TayTa;CGG;Unknown;Unknown;Long An, South Vietnam;no;none;0;2;euploid;heterozygous;66,586;13.6;460;231;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
VL5;CGR;Rice fermentation starter culture;Fermentation;Phan Thiet, South Vietnam;no;none;0;2;euploid;heterozygous;65,658;10.4;632;251;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
CBS1196;AQS;Arak Distillery;Distillery;Indonesia;no;none;0;2;"aneu;+1*1;";heterozygous;62,590;3.9;940;215;26. Asian fermentation ;;CBS collection (Nguyen H.V.);
CLIB415;BEH;Fermenting rice (lao chao), Fermented beverage;Fermentation;Taiwan;no;C;42;2;euploid;homozygous;60,746;0.0;950;230;26. Asian fermentation ;;CLIB collection (Serge Casaregola);
Y9_4;ACM;Ragi fermentation;Fermentation;Indonesia;yes;none;0;1;euploid;homozygous;61,466;0.0;7;216;26. Asian fermentation ;;Kruglyak Laboratory;1
K12;AKL;Sake;Sake;Japan;no;none;0;2;euploid;heterozygous;67,948;19.2;149;242;26. Asian fermentation ;;Washington University School of Medicine (Justin C Fay);
YJM413_b;ABB;Blood;Human, clinical;USA;yes;none;0;1;euploid;homozygous;61,013;0.0;1;197;26. Asian fermentation ;;Kruglyak Laboratory;1
Y12_1b;ACK;Palm wine;Palm wine;Ivory Coast;yes;none;0;1;euploid;homozygous;61,198;0.0;2;223;26. Asian fermentation ;;Kruglyak Laboratory;1
T7_b;ADH;Exudate from Quercus sp.;Tree;Babler State Park, MO, USA;yes;none;0;1;euploid;homozygous;61,327;0.0;2;287;26. Asian fermentation ;;Kruglyak Laboratory;1
YJM1460;SACE_YDA;Palm Wine;Palm wine;Newcastle, UK;no;A;1;2;euploid;homozygous;60,697;0.0;13;219;26. Asian fermentation ;;;2
CLQCA_10-620;ALB;Orthopteran insect;Insect;Pichincha, Ecuador;no;none;0;2;euploid;heterozygous;64,492;9.1;8;219;26. Asian fermentation ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_05-006;AKR;Rotten fruit;Fruit;Guayas, Ecuador;no;none;0;2;euploid;heterozygous;64,803;9.0;56;299;26. Asian fermentation ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_11-024;ALC;Unidentified aquatic plant;Nature;Cotopaxi, Ecuador;no;none;0;2;euploid;heterozygous;64,505;8.6;6;261;26. Asian fermentation ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_19-011;ALH;Horse dung;Nature;Napo, Ecuador ;no;none;0;2;euploid;heterozygous;64,271;9.0;4;198;26. Asian fermentation ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_10-619;ALA;Beetle;Insect;Pichincha, Ecuador;no;none;0;2;euploid;heterozygous;64,666;8.9;5;241;26. Asian fermentation ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_24SC-235;ALK;Tree exudate (Bursera graveolens);Tree;Galapagos, Ecuador;no;none;0;2;"aneu;+1*5;";heterozygous;63,635;7.1;14;176;26. Asian fermentation ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
RR1a;CGQ;Unknown;Unknown;My Tho, South Vietnam;no;none;0;2;euploid;heterozygous;64,849;8.8;7;260;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
DBVPG5836;BRG;Soil close to plum tree, depth: 25 cm. Agricultural soil: presence of important vegetation, some fallen fruit (plum) rotting & insects. Average T (June): [max: 26.3C / min: 13.6C]. Precipitation (June): 17.4 mm.;Soil;District of Hamma Bouziane, Constantine, Algeria;no;none;0;3;euploid;heterozygous;65,134;8.7;25;271;26. Asian fermentation ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
Lx2;CGK;Unknown;Unknown;Dong Thap, South Vietnam;no;none;0;2;euploid;heterozygous;64,887;9.1;8;253;26. Asian fermentation ;;INRA Gringnon, France (Nguyen H.V.);
SBD;CHM;Bakery;Bakery;Northern Europe;no;none;0;2;euploid;heterozygous;65,121;9.5;4;296;26. Asian fermentation ;yes;INRA Moulon, France (Sicard D.);
CLIB1411;BHP;Rice wine, Oenology;Fermentation;Laos;no;none;0;2;euploid;heterozygous;66,366;13.5;13;222;26. Asian fermentation ;;CLIB collection (Serge Casaregola);
CLIB1412;BHQ;Rice wine, Oenology;Fermentation;Laos;no;none;0;2;euploid;heterozygous;66,121;12.6;29;238;26. Asian fermentation ;;CLIB collection (Serge Casaregola);
CLIB1413;BHR;Rice wine, Oenology;Fermentation;Laos;no;none;0;2;euploid;heterozygous;65,999;12.5;21;242;26. Asian fermentation ;;CLIB collection (Serge Casaregola);
CLIB1414;BHS;Rice wine, Oenology;Fermentation;Laos;no;none;0;2;euploid;heterozygous;66,295;14.3;186;187;26. Asian fermentation ;;CLIB collection (Serge Casaregola);
CLIB413;BEF;Fermenting rice;Fermentation;China;no;none;0;2;euploid;heterozygous;67,419;16.4;2,139;234;26. Asian fermentation ;;CLIB collection (Serge Casaregola);
JCM_2985-4B;CEK;Fermented fish;Fermentation;Tailand;no;none;0;2;euploid;homozygous;62,045;0.0;242;235;26. Asian fermentation ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
JCM_3529-7B;CEL;Fermented shrimp;Fermentation;Tailand;no;none;0;2;euploid;homozygous;62,121;0.0;259;292;26. Asian fermentation ;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
YJM1388;SACE_YCJ;Fermented tapioca;Unknown;Malaya;no;none;0;2;"aneu;+1*9;";homozygous;63,677;0.0;782;378;26. Asian fermentation ;;;2
YJM1389;SACE_YCK;Sewage;Industrial;Thailand;no;A;1;2;euploid;homozygous;60,836;0.0;98;48;26. Asian fermentation ;;Phaff collection;2
YJM1592;SACE_YDK;Sewage;Industrial;Thailand;no;none;0;2;euploid;homozygous;61,343;0.0;113;49;26. Asian fermentation ;;;2
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
References;;;;;;;;;;;;;;;;;;
1. Schacherer, J., Shapiro, J.A., Ruderfer, D.M. & Kruglyak, L. Comprehensive polymorphism survey elucidates population structure of Saccharomyces cerevisiae. Nature 458, 342–45 (2009).;;;;;;;;;;;;;;;;;;
2. Strope, P.K. et al. The 100-genomes strains, an S. cerevisiae resource that illuminates its natural phenotypic and genotypic variation and emergence as an opportunistic pathogen. Genome Research 25, 762–74 (2015).;;;;;;;;;;;;;;;;;;
3. Stringini, M., Comitini, F., Taccari, M. & Ciani, M. Yeast diversity during tapping and fermentation of palm wine from Cameroon. Food Microbiology 26, 415–20 (2009);;;;;;;;;;;;;;;;;;
4. Ciani, M., Mannazzu, I., Marinangeli, P., Clementi, F. & Martini, A. Contribution of winery-resident Saccharomyces cerevisiae strains to spontaneous grape must fermentation. Antonie van Leeuwenhoek 85, 159–64 (2004).;;;;;;;;;;;;;;;;;;
5. Fay, J.C. & Benavides, J.A. Evidence for domesticated and wild populations of Saccharomyces cerevisiae. PLoS Genetics 1, 66-71 (2005).;;;;;;;;;;;;;;;;;;
6. Bergström, A. et al. A High-Definition view of functional genetic variation from natural yeast genomes. Molecular Biology and Evolution 31, 872–88 (2014).;;;;;;;;;;;;;;;;;;
7. Capece, A., Siesto, G., Poeta, C., Pietrafesa, R. & Romano, P. Indigenous yeast population from Georgian aged wines produced by traditional “Kakhetian” method. Food Microbiology 36, 447–55 (2013).;;;;;;;;;;;;;;;;;;
8. Stefanini, I., Dapporto, L., et al. Saocial wasp are a Saccharomyces mating nest. PNAS 113, 2247-51 (2016);;;;;;;;;;;;;;;;;;
9. Naumov, G.I., Serpova, E.V. & Naumova, E.S. A genetically isolated population of Saccharomyces cerevisiae in Malaysia. Microbiology 75, 201–05 (2006).;;;;;;;;;;;;;;;;;;
10. McCullough, M.J., Clemons, K.V., Farina, C., McCusker, J.H., Stevens, D.A. Epidemiological investigation of vaginal Saccharomyces cerevisiae isolates by a genotypic method. Journal of Clin. Microbiol. 36, 557-62 (1998).;;;;;;;;;;;;;;;;;;
11. Cubillos, F. A., Vã¡squez, C., Faugeron, S., Ganga, A.L. & Martã­nez, C. Self-fertilization is the main sexual reproduction mechanism in native wine yeast populations. FEMS Microbiology Ecology 67, 162–70 (2009).;;;;;;;;;;;;;;;;;;
12. Cocolin, L., Pepe, V., Comitini, F., Comi, G. & Ciani, M. Enological and genetic traits of isolated from former and modern wineries. FEMS Yeast Research 5, 237–45 (2004).;;;;;;;;;;;;;;;;;;
13. Antonangelo, A.T.B.F., Alonso, D.P., Ribolla, P.E.M. & Colombi, D. , Microsatellite marker-based assessment of the biodiversity of native bioethanol yeast strains.  Yeast 30, 307–17 (2013).;;;;;;;;;;;;;;;;;;
14. van der Aa Kühle, A., Jesperen, L., Glover, R. L., Diawara, B. & Jakobsen, M. Identification and characterization of Saccharomyces cerevisiae strains isolated from West African sorghum beer. Yeast 18, 1069–79 (2001).;;;;;;;;;;;;;;;;;;
15. Al Safadi, R., Weiss-Gayet, M., Briolay, J., Aigle, M. A polyploid population of Saccharomyces cerevisiae with separate sexes (dioecy). FEMS Yeast Res. 10, 757-68 (2010);;;;;;;;;;;;;;;;;;
16. Ezov, T.K. et al. Molecular-genetic biodiversity in a natural population of the yeast Saccharomyces cerevisiae from “Evolution Canyon”: Microsatellite Polymorphism, Ploidy and Controversial Sexual Status. Genetics 174, 1455–68 (2006);;;;;;;;;;;;;;;;;;
17. Skelly, D. A. et al. Integrative phenomics reveals insight into the structure of phenotypic diversity in budding yeast. Genome Research 23, 1496–504 (2013).;;;;;;;;;;;;;;;;;;
18. Bell, P., Higgins, V. & Attfield, P. Comparison of fermentative capacities of industrial baking and wild-type yeasts of the species Saccharomyces cerevisiae in different sugar media. Letters in Applied Microbiology 32, 224–29 (2001).;;;;;;;;;;;;;;;;;;
19. Hernández, A. A.O., Taillandier, P., Pérez, D.R., Zapata, J.A.N. & Corona, C.P.L. The effect of hexose ratios on metabolite production in Saccharomyces cerevisiae strains obtained from the spontaneous fermentation of mezcal. Antonie van Leeuwenhoek 103, 833–43 (2012).;;;;;;;;;;;;;;;;;;
20. Angebault, C.C.A. et al., Candida albicans Is Not Always the Preferential Yeast Colonizing Humans: A Study in Wayampi Amerindians. Journal of Infectious Diseases 208, 1705–16 (2013).;;;;;;;;;;;;;;;;;;
21. Jespersen, L., Nielsen, D., Honholt, S. & Jakobsen, M. Occurrence and diversity of yeasts involved in fermentation of West African cocoa beans. FEMS Yeast Research 5, 441–53 (2005).;;;;;;;;;;;;;;;;;;
22. Tapsoba, F.C.A., Legras, J-L., Savadogo, A., Dequin, S. & Traore, A.S. Diversity of Saccharomyces cerevisiae strains isolated from Borassus akeassii palm wines from Burkina Faso in comparison to other African beverages. International Journal of Food Microbiology 211, 128–33 (2015).;;;;;;;;;;;;;;;;;;
23. Ezeronye, O. & Legras, J-L. Genetic analysis of Saccharomyces cerevisiae strains isolated from palm wine in eastern Nigeria. Comparison with other African strains. Journal of Applied Microbiology 106, 1569–78 (2009).;;;;;;;;;;;;;;;;;;
24. Wang, Q-M., Liu, W-Q., Liti, G., Wang, S-A. & Bai, F-Y. Surprisingly diverged populations of Saccharomyces cerevisiaein natural environments remote from human activity. Molecular Ecology 21, 5404–17 (2012).;;;;;;;;;;;;;;;;;;
25. Naumov, G.I., Lee, C-F. & Naumova, E.S. Molecular genetic diversity of the Saccharomyces yeasts in Taiwan: Saccharomyces arboricola, Saccharomyces cerevisiae and Saccharomyces kudriavzevii. Antonie van Leeuwenhoek 103, 217–28 (2012).;;;;;;;;;;;;;;;;;;
